fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
22,FB_0022_FCCS.xml,13.34,0.68,0.0,0.19,8.19,0.42,3.87,7.22,0.63,0.0,0.17,5.66,0.38,0.39,4.43,0.05,0.0,0.02,1.62,0.04,2.71,1.69,0.01,0.91,0.0,0.77,110.98,2384.59,42739.14,84.72,432.98,307.52,281.38,21.67,641.88,24557.07,25.99,135.81,83.12,72.27,64.7,1262.66,13170.15,42.54,215.31,162.59,151.51,24.61,480.06,5011.92,16.18,81.86,61.81,57.6,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.19,0.0,0.03,0.34,1.86,2.0,2.9,0.49,0.15,0.21,0.07,0.13,0.0,0.01,0.0,0.41,0.0,0.0,3.87,0.0,0.0,0.0,2.66,0.0,0.77,53.81,1.73,52.0,71.15,0.12,20.14,1221.19,45.21,1026.78,2296.79,3.68,622.84,26756.06,1399.2,11660.56,2.78,0.0,0.78,44.59,1.75,34.82,14.41,0.02,4.04,228.94,9.07,176.49,9.19,0.02,2.6,157.64,5.84,132.24,8.11,0.01,2.3,142.83,5.17,122.95,213438039.5,115525991.89,70923657.13,26988390.48
23,FB_0023_FCCS.xml,17.6,2.79,0.95,0.16,12.0,0.42,1.29,8.73,1.3,0.85,0.14,5.94,0.38,0.13,5.17,0.77,0.09,0.02,3.35,0.04,0.9,3.69,0.72,2.71,0.0,0.26,155.45,3290.37,56044.05,116.37,593.9,425.09,389.79,26.23,772.53,29701.91,31.43,164.56,100.93,87.77,75.39,1469.42,15365.48,49.56,250.57,189.19,176.27,53.83,1048.42,10976.66,35.38,178.77,134.97,125.75,0.6,0.0,0.0,0.18,0.0,0.38,1.25,0.36,0.01,0.95,0.0,0.16,0.0,0.18,0.17,0.93,1.14,4.03,1.98,2.17,0.97,0.17,0.25,0.0,0.0,0.0,0.41,0.0,0.01,1.29,0.0,0.0,0.0,25.69,3.93,0.66,106.12,1.74,17.31,540.95,102.71,17.12,2242.27,45.45,341.87,8846.24,3175.98,529.42,38201.97,1408.04,3882.41,19.0,3.97,0.66,79.38,1.76,11.59,96.94,20.6,3.43,405.04,9.12,58.76,69.71,13.26,2.21,290.01,5.87,44.03,64.03,11.75,1.96,265.92,5.2,40.94,281543318.9,139715608.45,82731593.17,59096117.28
24,FB_0024_FCCS.xml,8.14,1.63,0.0,0.46,3.74,1.12,1.18,4.62,1.38,0.0,0.42,1.69,1.01,0.12,2.15,0.18,0.0,0.05,0.98,0.11,0.83,1.37,0.07,1.07,0.0,0.24,65.29,1415.16,26174.57,50.45,258.06,182.41,166.68,13.86,411.03,15706.95,16.63,86.82,53.11,46.18,31.39,612.66,6386.73,20.64,104.47,78.89,73.52,20.05,391.47,4080.89,13.19,66.76,50.41,46.98,0.59,0.32,0.03,0.0,0.0,0.03,0.04,0.11,0.51,0.0,0.0,0.46,0.0,0.0,0.08,0.17,0.53,0.74,0.98,0.18,0.08,0.0,0.12,0.0,0.23,0.63,1.12,0.0,0.0,1.18,0.0,0.0,0.0,7.8,0.0,1.93,34.98,4.66,15.92,194.35,0.0,50.36,734.38,121.61,314.46,5443.07,0.0,1557.1,11841.9,3761.32,3571.19,7.38,0.0,1.95,25.76,4.7,10.66,38.15,0.0,10.1,131.36,24.39,54.05,25.08,0.0,6.5,94.63,15.7,40.5,22.38,0.0,5.76,86.97,13.91,37.66,130265579.97,73893334.77,34395039.23,21977205.97
25,FB_0025_FCCS.xml,7.04,2.98,0.62,0.05,2.19,0.23,0.98,4.74,2.14,0.56,0.04,1.69,0.21,0.1,1.63,0.5,0.06,0.0,0.36,0.02,0.69,0.67,0.34,0.13,0.0,0.2,65.69,964.28,23140.53,61.76,184.61,131.92,120.68,18.48,388.59,16117.09,26.06,103.78,72.51,65.87,33.47,408.16,4979.49,25.31,57.3,42.12,38.86,13.74,167.54,2043.95,10.39,23.52,17.29,15.95,1.09,0.26,0.25,0.0,0.0,0.05,0.82,0.0,0.51,0.62,0.0,0.04,0.01,0.0,0.25,0.42,0.86,0.41,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.98,0.0,0.01,0.0,25.46,3.43,0.26,16.73,1.27,18.53,384.34,61.03,4.58,262.29,22.64,229.4,9835.61,2079.29,156.08,7263.53,771.14,3034.89,24.72,4.02,0.3,16.97,1.49,14.26,76.23,14.34,1.08,54.41,5.32,33.23,54.32,10.1,0.76,38.64,3.75,24.35,49.65,9.2,0.69,35.28,3.41,22.44,112667112.8,75822832.9,26121922.22,10722357.68
26,FB_0026_FCCS.xml,10.8,1.39,2.91,0.07,4.65,1.13,0.64,6.31,1.04,2.62,0.07,1.51,1.02,0.06,2.78,0.21,0.29,0.01,1.71,0.11,0.45,1.7,0.14,1.43,0.0,0.13,84.4,1839.6,34790.44,65.77,336.57,237.14,216.46,18.94,561.86,21470.57,22.73,118.68,72.6,63.13,40.64,793.23,8269.12,26.72,135.27,102.15,95.19,24.82,484.5,5050.75,16.32,82.62,62.39,58.14,0.13,0.78,0.04,0.0,0.0,0.0,0.02,0.35,0.08,2.83,0.07,0.06,0.01,0.0,0.0,0.08,0.29,0.21,0.14,1.24,0.0,2.68,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.64,0.0,0.0,0.0,8.3,12.1,0.31,50.36,4.71,8.62,193.64,315.97,8.06,1028.9,122.83,170.19,4585.49,9770.2,249.14,14454.81,3798.04,1932.76,7.15,12.22,0.31,35.57,4.75,5.77,36.78,63.37,1.62,180.92,24.63,29.25,24.98,40.79,1.04,132.55,15.86,21.92,22.53,36.14,0.92,122.44,14.05,20.38,172740984.14,101008258.98,44532458.94,27200266.22
27,FB_0027_FCCS.xml,8.67,1.21,0.47,0.46,6.21,0.31,0.0,4.07,1.03,0.43,0.42,1.92,0.28,0.0,1.89,0.14,0.05,0.05,1.63,0.03,0.0,2.71,0.04,2.66,0.0,0.0,79.3,1671.54,27500.8,58.77,299.84,215.45,197.85,12.22,362.2,13847.85,14.66,76.56,46.84,40.73,27.59,538.43,5614.76,18.14,91.82,69.33,64.61,39.5,770.91,8038.19,25.97,131.46,99.27,92.51,0.25,0.3,0.03,0.0,0.0,0.02,0.04,0.06,0.51,0.47,0.0,0.46,0.0,0.01,0.17,0.25,0.71,0.65,0.88,0.0,1.24,0.0,2.26,0.0,0.03,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,5.76,1.97,1.93,68.36,1.28,0.0,143.73,51.39,50.36,1392.64,33.42,0.0,4043.35,1589.12,1557.1,19277.78,1033.45,0.0,5.46,1.99,1.95,48.08,1.29,0.0,28.24,10.31,10.1,244.49,6.7,0.0,18.55,6.63,6.5,179.45,4.31,0.0,16.55,5.88,5.76,165.84,3.82,0.0,138671676.74,65146516.43,30237028.76,43288131.54
28,FB_0028_FCCS.xml,4.73,0.67,0.23,0.74,2.22,0.72,0.15,2.48,0.36,0.21,0.67,0.58,0.65,0.02,1.07,0.17,0.02,0.07,0.63,0.07,0.11,1.18,0.15,1.01,0.0,0.03,40.28,861.77,15112.97,30.52,155.93,111.07,101.73,7.43,220.57,8428.67,8.92,46.59,28.5,24.78,15.55,303.54,3164.29,10.22,51.76,39.09,36.43,17.3,337.66,3520.01,11.37,57.58,43.48,40.52,0.12,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.23,0.0,0.74,0.0,0.0,0.04,0.08,0.14,0.13,0.41,0.13,0.57,0.0,0.69,0.02,0.0,0.0,0.72,0.0,0.0,0.15,0.0,0.0,0.0,5.64,0.95,3.09,25.6,2.99,2.02,121.0,24.91,80.57,517.5,77.94,39.86,2149.77,770.13,2491.37,6839.05,2410.03,452.63,4.29,0.96,3.12,17.78,3.01,1.35,21.93,5.0,16.16,90.36,15.63,6.85,15.6,3.22,10.4,66.66,10.06,5.13,14.28,2.85,9.21,61.7,8.91,4.77,75650230.49,39652664.92,17040953.83,18956611.74
29,FB_0029_FCCS.xml,23.03,1.73,2.91,0.19,17.5,0.19,0.51,11.8,1.57,2.62,0.17,7.23,0.17,0.05,5.64,0.13,0.29,0.02,4.82,0.02,0.36,5.59,0.03,5.45,0.0,0.1,199.21,4244.19,73496.06,150.18,766.97,547.4,501.62,35.43,1048.84,40149.37,42.5,222.08,135.95,118.22,82.26,1604.89,16748.53,54.08,273.67,206.65,192.56,81.52,1590.46,16598.15,53.6,271.21,204.79,190.83,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.83,0.07,0.09,0.09,0.07,0.85,1.27,1.43,2.69,3.08,3.22,4.76,0.0,0.0,0.03,0.11,0.0,0.19,0.0,0.0,0.51,0.0,0.0,0.0,7.08,12.1,0.77,171.58,0.8,6.88,185.96,315.97,20.14,3565.45,20.86,135.8,5815.01,9770.2,622.84,55100.76,645.04,1542.2,7.21,12.22,0.78,124.56,0.81,4.61,37.39,63.37,4.04,634.64,4.18,23.34,24.01,40.79,2.6,459.81,2.69,17.49,21.25,36.14,2.3,423.28,2.39,16.26,368447598.93,188876142.97,90190670.62,89380785.34
30,FB_0030_FCCS.xml,4.39,0.0,3.54,0.09,0.34,0.42,0.0,3.96,0.0,3.18,0.08,0.31,0.38,0.0,0.43,0.0,0.35,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,17.37,556.6,14529.74,81.37,142.45,76.04,62.82,13.46,470.95,13162.77,68.07,125.06,65.3,53.43,3.91,85.65,1366.98,13.3,17.39,10.74,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.09,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,0.37,1.32,1.68,0.0,0.0,448.44,11.76,42.62,53.77,0.0,0.0,11698.47,306.77,1121.32,1403.19,0.0,0.0,65.57,1.72,6.22,7.86,0.0,0.0,114.73,3.01,10.95,13.76,0.0,0.0,61.25,1.61,5.83,7.35,0.0,0.0,50.61,1.33,4.81,6.07,0.0,70277210.38,63320579.27,6956631.11,0.0
32,FB_0032_FCCS.xml,8.07,1.95,0.03,0.0,5.52,0.56,0.0,4.51,1.78,0.03,0.0,2.2,0.5,0.0,1.51,0.16,0.0,0.0,1.3,0.06,0.0,2.04,0.01,2.03,0.0,0.0,65.46,1415.15,25912.99,50.39,257.67,182.41,166.75,13.54,401.62,15347.37,16.25,84.84,51.89,45.13,22.1,431.4,4497.1,14.53,73.56,55.55,51.77,29.82,582.14,6068.52,19.61,99.27,74.96,69.86,0.07,0.97,0.37,0.0,0.0,0.0,0.04,0.0,0.51,0.03,0.0,0.0,0.0,0.0,0.08,0.76,0.93,0.46,0.4,0.0,0.36,0.0,2.54,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.14,0.0,55.16,2.33,0.0,206.96,3.76,0.0,1143.68,60.76,0.0,6560.9,116.15,0.0,17357.13,1878.82,0.0,8.04,0.15,0.0,39.85,2.35,0.0,41.74,0.75,0.0,202.99,12.19,0.0,26.72,0.48,0.0,147.36,7.84,0.0,23.62,0.43,0.0,135.75,6.95,0.0,129101707.18,72201670.69,24218669.66,32681366.83
33,FB_0033_FCCS.xml,3.16,0.33,0.83,0.21,0.54,1.24,0.0,2.84,0.31,0.75,0.19,0.47,1.12,0.0,0.31,0.02,0.08,0.02,0.06,0.12,0.0,0.01,0.0,0.01,0.0,0.0,12.54,401.04,10450.32,58.65,102.54,54.77,45.26,9.65,337.78,9440.72,48.82,89.7,46.83,38.32,2.76,60.48,965.21,9.39,12.28,7.58,6.63,0.13,2.78,44.38,0.43,0.56,0.35,0.3,0.06,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.21,0.0,0.0,0.17,0.17,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.28,0.84,2.26,4.91,0.0,41.32,105.02,27.05,70.43,157.22,0.0,1105.99,2739.63,705.56,1797.78,4101.36,0.0,6.02,15.36,3.95,10.33,22.99,0.0,10.72,26.87,6.92,17.81,40.22,0.0,5.67,14.34,3.69,9.58,21.48,0.0,4.67,11.85,3.05,7.94,17.74,0.0,50553259.04,45415366.14,4912030.53,225862.37
34,FB_0034_FCCS.xml,17.02,2.04,2.22,0.19,9.18,0.81,2.58,9.75,1.36,2.0,0.17,5.23,0.73,0.26,4.64,0.39,0.22,0.02,2.12,0.08,1.8,2.63,0.29,1.82,0.0,0.52,135.39,2939.7,54769.53,104.9,536.65,378.95,346.14,29.26,868.01,33171.98,35.11,183.37,112.17,97.54,67.78,1323.08,13793.09,44.57,225.62,170.37,158.77,38.35,748.61,7804.46,25.22,127.66,96.4,89.83,0.14,0.0,0.62,0.01,0.0,0.09,0.25,0.42,0.51,2.22,0.0,0.19,0.0,0.0,0.08,1.27,2.85,1.13,1.0,1.02,0.67,1.13,0.0,0.0,0.01,0.0,0.81,0.0,0.0,2.58,0.0,0.0,0.0,14.02,9.25,0.77,73.33,3.38,34.65,315.17,241.42,20.14,1590.55,88.25,684.16,6659.19,7465.01,622.84,29524.08,2728.76,7769.65,11.44,9.34,0.78,56.73,3.41,23.2,58.69,48.42,4.04,290.2,17.7,117.6,40.64,31.17,2.6,205.04,11.39,88.11,36.89,27.61,2.3,187.32,10.09,81.92,272368151.99,156057318.44,74280967.25,42029866.3
36,FB_0036_FCCS.xml,7.0,0.25,2.8,0.37,2.54,0.27,0.77,5.17,0.2,2.52,0.33,1.8,0.24,0.08,1.37,0.03,0.28,0.04,0.46,0.03,0.54,0.45,0.02,0.28,0.0,0.15,58.53,1143.55,22727.98,52.43,188.28,119.68,105.8,22.74,475.32,17517.63,26.87,118.88,72.37,63.07,26.89,502.07,3913.42,19.21,52.14,35.54,32.11,8.9,166.17,1296.93,6.36,17.26,11.77,10.63,0.19,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0,2.8,0.0,0.37,0.0,0.01,0.42,0.42,0.71,0.43,0.11,0.26,0.08,0.03,0.05,0.01,0.01,0.0,0.27,0.0,0.0,0.77,0.0,0.0,0.0,1.87,16.56,2.2,22.37,1.61,13.92,36.92,334.05,44.29,435.11,32.48,260.69,808.83,9331.15,1237.23,8207.03,907.29,2236.46,1.74,17.01,2.26,19.67,1.65,10.1,6.46,68.55,9.09,69.42,6.66,28.1,4.07,42.5,5.63,44.31,4.13,19.02,3.59,37.27,4.94,39.23,3.62,17.15,111939991.28,82702409.04,21960764.89,7276817.35
37,FB_0037_FCCS.xml,18.23,2.62,2.73,0.29,4.69,0.42,7.48,8.29,1.92,2.45,0.26,2.53,0.38,0.75,7.07,0.42,0.27,0.03,1.07,0.04,5.24,2.86,0.28,1.09,0.0,1.5,169.95,3569.79,57719.04,125.24,638.78,460.02,422.74,24.87,737.9,28197.8,29.85,155.87,95.35,82.91,103.29,2016.26,21018.63,67.92,343.83,259.64,241.95,41.78,815.63,8502.61,27.47,139.09,105.03,97.88,1.18,0.18,0.03,0.01,0.0,0.03,0.31,0.37,0.51,0.43,2.29,0.28,0.01,0.0,0.08,0.85,1.07,0.54,0.38,0.67,1.1,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,7.48,0.0,0.0,0.0,15.97,11.34,1.2,39.08,1.76,100.59,370.13,296.09,31.22,839.9,46.08,1986.36,8604.68,9155.48,965.4,15010.18,1425.29,22558.01,13.62,11.45,1.21,29.81,1.78,67.36,70.07,59.38,6.26,152.39,9.24,341.44,47.74,38.23,4.03,108.26,5.95,255.82,43.11,33.86,3.57,99.07,5.27,237.85,291639963.91,132656514.13,113193569.64,45789880.14
38,FB_0038_FCCS.xml,18.86,4.38,1.27,0.19,8.23,1.95,2.84,12.2,3.58,1.14,0.17,5.27,1.76,0.28,4.74,0.52,0.13,0.02,1.89,0.2,1.99,1.91,0.27,1.07,0.0,0.57,133.73,2981.89,61269.39,107.79,552.71,384.46,349.53,36.61,1086.2,41507.65,43.94,229.45,140.35,122.05,69.21,1350.93,14082.83,45.5,230.37,173.96,162.11,27.91,544.76,5678.91,18.35,92.9,70.15,65.37,0.77,1.73,0.69,0.0,0.0,0.0,0.68,0.0,0.51,1.25,0.02,0.19,0.0,0.0,0.85,1.69,1.43,1.68,0.0,1.01,0.0,1.57,0.0,0.0,0.0,0.0,1.95,0.0,0.0,2.84,0.0,0.0,0.0,22.36,5.27,0.77,59.08,8.13,38.11,545.66,137.59,20.14,1313.63,212.24,752.63,14554.56,4254.25,622.84,26727.89,6562.62,8547.22,20.54,5.32,0.78,47.42,8.21,25.52,106.04,27.59,4.04,243.1,42.57,129.37,70.41,17.76,2.6,169.37,27.4,96.93,63.04,15.73,2.3,154.05,24.27,90.12,301697416.8,195272707.61,75841559.87,30583149.32
39,FB_0039_FCCS.xml,12.8,3.93,0.32,0.09,4.83,1.22,2.42,8.75,3.61,0.29,0.08,3.44,1.09,0.24,3.03,0.29,0.03,0.01,0.88,0.12,1.7,1.02,0.03,0.51,0.0,0.48,85.36,1930.86,41802.56,70.36,361.19,249.18,225.92,26.26,778.11,29767.96,31.51,164.62,100.75,87.61,44.18,861.89,8993.72,29.04,146.97,110.98,103.42,14.92,290.86,3040.89,9.81,49.6,37.45,34.89,0.75,2.12,0.47,0.0,0.01,0.01,0.02,0.05,0.51,0.32,0.0,0.09,0.0,0.03,0.34,1.78,0.78,1.0,0.35,0.35,0.14,0.0,0.0,0.0,0.06,0.0,1.21,0.0,0.0,2.42,0.0,0.0,0.0,15.47,1.32,0.39,30.56,5.06,32.56,411.82,34.51,10.07,699.45,132.03,642.97,13213.46,1067.03,311.42,15825.49,4083.28,7301.89,16.04,1.33,0.39,25.68,5.11,21.8,83.29,6.92,2.02,131.96,26.48,110.52,53.17,4.45,1.3,90.4,17.04,82.81,46.97,3.95,1.15,81.76,15.1,76.99,204844675.92,140040164.74,48431425.88,16373085.31
40,FB_0040_FCCS.xml,1.16,0.0,1.09,0.07,0.0,0.0,0.0,1.05,0.0,0.98,0.07,0.0,0.0,0.0,0.12,0.0,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,147.4,3845.18,21.55,37.71,20.13,16.63,3.56,124.5,3479.7,17.99,33.06,17.26,14.12,1.05,22.9,365.48,3.56,4.65,2.87,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.29,0.0,0.0,0.0,0.0,137.99,9.41,0.0,0.0,0.0,0.0,3599.77,245.41,0.0,0.0,0.0,0.0,20.18,1.38,0.0,0.0,0.0,0.0,35.3,2.41,0.0,0.0,0.0,0.0,18.85,1.29,0.0,0.0,0.0,0.0,15.57,1.06,0.0,0.0,0.0,18599328.0,16739395.2,1859932.8,0.0
41,FB_0041_FCCS.xml,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.54,0.0,0.0,0.54,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,39.91,2038.94,2.32,12.06,12.06,6.51,1.14,33.31,1842.43,2.06,10.85,10.85,5.86,0.26,6.59,196.52,0.26,1.21,1.21,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,39.91,0.0,0.0,0.0,0.0,0.0,2038.94,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,12.06,0.0,0.0,0.0,0.0,0.0,12.06,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,9644960.0,8680464.0,964496.0,0.0
42,FB_0042_FCCS.xml,16.03,1.32,0.02,0.37,7.7,0.38,6.23,6.26,1.18,0.02,0.33,4.22,0.34,0.18,4.2,0.11,0.0,0.04,1.89,0.04,2.13,5.57,0.04,1.6,0.0,3.93,218.99,4150.88,49072.1,169.3,515.2,340.65,304.96,27.56,576.24,21227.07,32.57,144.06,87.69,76.41,82.32,1537.18,11974.01,58.8,159.6,108.78,98.28,109.11,2037.46,15871.02,77.94,211.54,144.18,130.26,1.07,0.0,0.11,0.0,0.09,0.0,0.02,0.03,0.0,0.01,0.01,0.28,0.09,0.0,0.25,0.59,1.28,3.03,2.41,0.12,0.0,0.0,0.0,0.01,0.01,0.0,0.38,0.0,0.0,1.76,4.47,0.0,0.0,8.09,0.12,2.2,86.87,2.25,119.47,162.57,2.5,44.29,1663.63,45.3,2232.58,4406.73,69.87,1237.23,24229.92,1267.09,17861.26,8.19,0.13,2.26,70.73,2.31,85.69,32.68,0.51,9.09,229.45,9.3,234.16,20.31,0.32,5.63,149.32,5.77,159.31,17.82,0.28,4.94,133.01,5.06,143.85,256484444.36,100216338.34,67198919.45,89069186.57
43,FB_0043_FCCS.xml,4.79,1.21,0.96,0.46,1.53,0.16,0.46,3.74,1.05,0.87,0.42,1.21,0.14,0.05,0.83,0.13,0.1,0.05,0.23,0.02,0.32,0.22,0.03,0.09,0.0,0.09,36.35,708.05,15687.84,33.46,124.76,79.13,69.78,16.28,338.15,12675.69,19.2,85.82,52.56,45.8,16.09,298.13,2387.68,11.46,31.22,21.29,19.22,3.97,71.77,624.46,2.8,7.72,5.28,4.75,0.29,0.0,0.33,0.0,0.02,0.0,0.03,0.05,0.51,0.96,0.0,0.09,0.37,0.21,0.08,0.34,0.57,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.15,0.0,0.01,0.46,0.0,0.0,0.0,7.76,5.71,2.75,10.9,0.92,8.32,155.22,115.21,55.37,208.01,18.48,155.77,4019.35,3218.22,1546.53,5048.67,518.77,1336.3,7.7,5.87,2.82,10.09,0.94,6.04,30.26,23.64,11.36,38.9,3.8,16.79,18.86,14.66,7.04,24.84,2.36,11.37,16.57,12.85,6.18,21.86,2.07,10.25,76635812.67,59815963.84,13357578.86,3462269.97
44,FB_0044_FCCS.xml,11.71,0.0,7.83,0.0,0.81,3.07,0.0,10.56,0.0,7.05,0.0,0.74,2.76,0.0,1.15,0.0,0.78,0.0,0.06,0.31,0.0,0.01,0.0,0.01,0.0,0.0,46.32,1484.4,38750.38,217.02,379.9,202.79,167.53,35.89,1256.05,35106.0,181.55,333.54,174.16,142.49,10.35,226.6,3616.37,35.2,46.01,28.41,24.85,0.08,1.76,28.01,0.27,0.36,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.42,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.01,0.0,3.15,12.16,0.0,0.0,992.93,0.0,102.18,389.3,0.0,0.0,25902.21,0.0,2692.63,10155.55,0.0,0.0,145.18,0.0,14.92,56.92,0.0,0.0,254.03,0.0,26.28,99.6,0.0,0.0,135.63,0.0,13.99,53.18,0.0,0.0,112.06,0.0,11.54,43.93,0.0,187426806.61,168880345.95,18403920.66,142540.0
45,FB_0045_FCCS.xml,11.98,1.43,1.77,0.09,5.27,1.42,2.0,7.13,0.99,1.59,0.08,2.99,1.28,0.2,3.19,0.27,0.18,0.01,1.2,0.14,1.4,1.66,0.18,1.08,0.0,0.4,126.25,2425.43,38004.39,104.79,348.01,225.35,200.39,31.33,654.41,24170.64,37.01,163.98,99.91,87.06,62.46,1165.57,9098.45,44.6,121.09,82.54,74.57,32.46,605.44,4735.29,23.18,62.94,42.9,38.76,0.21,0.15,0.12,0.0,0.0,0.0,0.15,0.3,0.51,1.77,0.0,0.09,0.0,0.06,0.34,0.85,0.71,1.43,1.5,0.21,0.18,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,2.0,0.0,0.0,0.0,13.05,10.46,0.55,57.68,8.42,36.1,253.31,210.93,11.07,1104.31,169.78,676.04,4609.12,5891.92,309.31,16652.08,4742.36,5799.61,11.35,10.74,0.56,47.3,8.65,26.19,39.56,43.28,2.27,155.18,34.84,72.87,25.31,26.83,1.41,100.86,21.6,49.33,22.43,23.53,1.24,89.77,18.94,44.48,191716406.18,114105224.03,51048757.42,26562424.73
46,FB_0046_FCCS.xml,13.73,0.0,10.3,0.0,1.98,0.11,1.34,11.28,0.0,9.27,0.0,1.77,0.1,0.13,2.16,0.0,1.03,0.0,0.18,0.01,0.94,0.3,0.0,0.04,0.0,0.27,60.46,1826.03,45230.09,269.16,454.63,246.76,205.31,38.34,1341.75,37501.36,193.93,356.3,186.04,152.22,19.4,424.54,6775.33,65.94,86.2,53.23,46.55,2.73,59.74,953.4,9.28,12.13,7.49,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,0.15,0.0,0.0,0.0,0.42,0.85,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.34,0.0,0.0,0.0,0.0,40.8,0.0,7.93,0.44,11.29,0.0,1306.28,0.0,252.58,14.0,253.16,0.0,34076.7,0.0,6556.9,365.32,4231.18,0.0,191.0,0.0,36.96,2.05,39.15,0.0,334.19,0.0,64.45,3.58,52.4,0.0,178.43,0.0,34.47,1.91,31.95,0.0,147.42,0.0,28.49,1.58,27.82,219735370.47,180403419.03,34480037.85,4851913.6
