GeneratorName=FCCS 4.0,GeneratorVersion=3.0.0,DateCreated=04/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuelbed_number,FCCSID,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
870431,87_431,FB_0087_FCCS_431.xml,109,130,1.811225,0,0.019406,0,0.377584,0,0.403846,0.332579,0.25,0.3644,45,45,0.01,0.02,90,90,0.3,1,2,1,0,0,0.5,0,0,0.107569,0.062537,0,2,1.8,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,80.881233,8,8
870432,87_432,FB_0087_FCCS_432.xml,109,130,1.811225,0,0.019406,0,0.377584,0,0.403846,0.332579,0.375,0.5466,67.5,67.5,0.015,0.03,90,90,0.225,0.75,1.5,0.75,0,0,0.75,0,0,0.107569,0.062537,0,2,1.8,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,8,64,0.081811,0,0,112.378433,8,8
870433,87_433,FB_0087_FCCS_433.xml,109,130,1.811225,0,0.019406,0,0.377584,0,0.403846,0.332579,0.5625,0.819901,67.5,67.5,0.015,0.03,90,90,0.05625,0.1875,0.375,0.375,0,0,1.125,0,0,0.107569,0.062537,0,1.5,1.0125,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,8,64,0.081811,0,0,110.19548,8,8
870511,87_511,FB_0087_FCCS_511.xml,109,130,6.396211,0,0.019406,0.72449,1.510336,3.277174,1.615383,1.330315,0.5,0.7288,90,90,0.01,0.02,90,90,0.1,0.2,0.5,1,0,0,0.5,0,0,0.107569,0.062537,0,1,0.45,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,93.462936,8,8
870512,87_512,FB_0087_FCCS_512.xml,109,130,6.011508,0,0.019406,1.05051,3.277174,4.751902,1.076922,1.330315,0.5,0.7288,90,90,0.01,0.02,90,90,0.11,0.22,0.55,1,0,0,0.5,0,0,0.107569,0.062537,0,1.1,0.5445,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,93.098969,8,8
870513,87_513,FB_0087_FCCS_513.xml,109,130,6.011508,0,0.019406,0,4.751902,0,2.330904,0.886877,0.5,0.7288,90,90,0.01,0.02,90,90,0.121,0.242,0.605,0.75,0,0,0.75,0,0,0.107569,0.062537,0,0.9999,0.44991,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,91.272041,8,8
870521,87_521,FB_0087_FCCS_521.xml,109,130,4.181342,0,0.019406,2.89796,1.510336,13.108694,1.615383,1.330315,0.5,0.7288,90,90,0.01,0.02,90,90,0.1,0.2,0.5,1,0,0,0.5,0,0,0.107569,0.062537,0,1,0.45,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,93.462936,8,8
870522,87_522,FB_0087_FCCS_522.xml,109,130,3.763208,0,0.019406,3.332653,13.108694,15.075,1.076922,1.330315,0.5,0.7288,90,90,0.0125,0.025,90,90,1,2,3,1,0,0,0.5,0,0,0.107569,0.062537,0,1.5,1.0125,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,98.694473,8,8
870523,87_523,FB_0087_FCCS_523.xml,109,130,3.763208,0,0.019406,0,15.075,0,9.323615,0.886877,0.5,0.7288,90,90,0.0125,0.025,90,90,1.25,2.5,3.75,4,4,4,0.75,0,0,0.107569,0.062537,0,1.0005,0.45045,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4.4,35.200001,0.081811,0,0,113.539421,8,8
870531,87_531,FB_0087_FCCS_531.xml,109,130,1.707726,0,0.019406,5.433674,1.510336,24.578802,1.615383,1.330315,0.5,0.7288,90,90,0.01,0.02,90,90,0.1,0.2,0.5,1,0,0,0.5,0,0,0.107569,0.062537,0,1,0.45,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,93.462936,8,8
870532,87_532,FB_0087_FCCS_532.xml,109,130,1.536954,0,0.019406,5.614798,24.578802,25.398094,1.076922,1.330315,0.625,0.911001,90,90,0.014,0.028,90,90,1,2,3,1,0,0,0.5,0,0,0.107569,0.062537,0,2,1.8,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,4,32,0.081811,0,0,99.793671,8,8
870533,87_533,FB_0087_FCCS_533.xml,109,130,1.536954,0,0.019406,0,25.398094,0,17.481779,0.886877,0.625,0.911001,90,90,0.014,0.028,90,90,1.5,3,4.5,4,4,4,0.75,0,0,0.107569,0.062537,0,1,0.45,2,0.05,2.5,3,0,0.080994,0.5,2,32.400002,5.2,41.600002,0.081811,0,0,124.193466,8,8
880111,88_111,FB_0088_FCCS_111.xml,109,130,0.4541,0,0.0345,0.051749,0.070977,0.12421,0.075217,0.041296,0.309849,0.05504,45,45,0.01,0.01,37.5,37.5,0.1,0.15,0.5,0.9,0,0,0.9,0,0,0.010537,0.004019,0,0.375,0.042187,1.5,0.028125,11.25,11.390626,0,0.012813,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,131.878372,8,8
880112,88_112,FB_0088_FCCS_112.xml,109,130,0.4541,0,0.0345,0,0,0,0.087753,0.061943,0.39903,0.07505,56.25,56.25,0.02,0.02,75,75,0.125,0.1875,0.625,0.675,0,0,1.125,0,0,0.010537,0.004019,0,0.499875,0.074963,1.5,0.028125,11.25,11.390626,0,0.012813,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,132.171173,8,8
880113,88_113,FB_0088_FCCS_113.xml,109,130,0.4541,0,0.0345,0,0,0,0,0.072267,0.694698,0.15008,90,90,0.02,0.02,75,75,0.2,0.3,1,0.3375,0,0,1.4625,0,0,0.010537,0.004019,0,0.499875,0.074963,1.9995,0.049975,14.99625,20.239878,0,0.012813,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,141.898056,8,8
880121,88_121,FB_0088_FCCS_121.xml,109,130,0.294971,0,0.01725,0.206997,0.070977,0.496838,0.075217,0.041296,0.145549,0.02252,22.5,22.5,0.005,0.005,18.75,18.75,0.05,0.075,0.25,0.75,0,0,0.75,0,0,0.010537,0.001938,0,0.125,0.004687,0.5,0.003125,3.75,1.265625,0,0.000158,0,1.25,6.1875,3.75,6.75,0.008925,0,0,17.289839,8,8
880122,88_122,FB_0088_FCCS_122.xml,109,130,0.265474,0,0.015525,0.238047,0.571364,0.571364,0.351013,0.061943,0.309849,0.05504,90,90,0.02,0.02,75,75,0.0625,0.09375,0.3125,0.5625,0,0,0.9375,0,0,0.010537,0.001938,0,0.25,0.01875,1,0.0125,7.5,5.0625,0,0.000158,0,1.25,6.1875,3.75,6.75,0.008925,0,0,21.727165,8,8
880123,88_123,FB_0088_FCCS_123.xml,109,130,0.265474,0,0.015525,0,0,0,0,0.289069,0.694698,0.15008,90,90,0.02,0.02,75,75,0.066,0.099,0.33,0.28125,0,0,1.21875,0,0,0.010537,0.001938,0,0.5,0.075,2,0.05,15,20.250002,0,0.000158,0,1.25,6.1875,3.75,6.75,0.008925,0,0,36.977448,8,8
880131,88_131,FB_0088_FCCS_131.xml,109,130,0.113202,0,0.002156,0.38812,0.070977,0.931572,0.075217,0.041296,0.02761,0.003704,4.5,4.5,0.001,0.001,3.75,3.75,0.01,0.015,0.05,0.5,0,0,0.5,0,0,0.010537,0.000383,0,0.025,0.000188,0.1,0.000125,0.75,0.050625,0,0,0,0.25,0.2475,0.75,0.27,0.004462,0,0,2.696408,8,8
880132,88_132,FB_0088_FCCS_132.xml,109,130,0.101881,0,0.001941,0.401057,0.962624,0.962624,0.658149,0.061943,0.309849,0.05504,90,90,0.02,0.02,75,75,0.015,0.0225,0.075,0.375,0,0,0.625,0,0,0.010537,0.000383,0,0.25,0.01875,1,0.0125,7.5,5.0625,0,0,0,0.25,0.2475,0.75,0.27,0.004462,0,0,8.751874,8,8
880133,88_133,FB_0088_FCCS_133.xml,109,130,0.101881,0,0.001941,0,0,0,0,0.542005,0.694698,0.15008,90,90,0.02,0.02,75,75,0.066,0.099,0.33,0.1875,0,0,0.8125,0,0,0.010537,0.000383,0,0.5,0.075,2,0.05,15,20.250002,0,0,0,0.25,0.2475,0.75,0.27,0.004462,0,0,24.021246,8,8
880211,88_211,FB_0088_FCCS_211.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.521023,0.11256,45,45,0.015,0.015,56.25,56.25,0.5,1,1.25,1,0,0,1,0,0,0.072005,0.006126,0,0.625,0.117188,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,233.817383,8,8
880212,88_212,FB_0088_FCCS_212.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.573126,0.123816,90,90,0.01875,0.01875,74.981247,74.981247,0.375,0.75,0.9375,0.75,0,0,1.25,0,0,0.072005,0.006126,0,0.625,0.117188,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,233.200745,8,8
880213,88_213,FB_0088_FCCS_213.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.630438,0.136198,90,90,0.023438,0.023438,74.981247,74.981247,0.1875,0.375,0.46875,0.75,0,0,1.625,0,0,0,0.047987,0,0.625,0.117188,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,232.665436,8,8
880221,88_221,FB_0088_FCCS_221.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.347349,0.07504,22.5,22.5,0.01,0.01,37.5,37.5,1,2,1.5,1,0,0,1,0,0,0.133473,0.006126,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,235.275833,8,8
880222,88_222,FB_0088_FCCS_222.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.434186,0.0938,90,90,0.015,0.015,75,75,0.75,1.5,1.125,0.75,0,0,1.25,0,0,0.133473,0.006126,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,234.266434,8,8
880223,88_223,FB_0088_FCCS_223.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.542733,0.11725,90,90,0.0225,0.0225,75,75,0.375,0.75,0.5625,0.75,0,0,1.625,0,0,0,0.083723,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,18,144,0.017849,0,0,269.178528,8,8
880231,88_231,FB_0088_FCCS_231.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.173674,0.03752,22.5,22.5,0.005,0.005,18.75,18.75,1.5,3,2,1,0,0,1,0,0,0.194941,0.006126,0,0.875,0.229688,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,236.773727,8,8
880232,88_232,FB_0088_FCCS_232.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.260512,0.05628,90,90,0.0075,0.0075,75,75,1.125,2.25,1.5,0.75,0,0,1.25,0,0,0.194941,0.006126,0,0.875,0.229688,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,235.259323,8,8
880233,88_233,FB_0088_FCCS_233.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.390768,0.08442,90,90,0.01125,0.01125,75,75,0.5625,1.125,0.75,0.75,0,0,1.625,0,0,0,0.119458,0,0.875,0.229688,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,21,168.000015,0.017849,0,0,293.476074,8,8
880311,88_311,FB_0088_FCCS_311.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.521023,0.11256,45,45,0.015,0.015,56.25,56.25,0.15,0.225,0.75,0.9,0,0,0.9,0,0,0.072005,0.006126,0,0.375,0.042187,1.5,0.028125,11.25,11.390626,0,0.02278,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,132.451462,8,8
880312,88_312,FB_0088_FCCS_312.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.651279,0.1407,90,90,0.0225,0.0225,74.981247,74.981247,0.15,0.225,0.75,0.675,0,0,1.125,0,0,0.072005,0.006126,0,0.499875,0.074963,1.5,0.028125,11.25,11.390626,0,0.02278,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,132.657639,8,8
880313,88_313,FB_0088_FCCS_313.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.694915,0.150127,90,90,0.020002,0.020002,74.981247,74.981247,0.19995,0.299925,0.99975,0.3375,0,0,1.4625,0,0,0,0.047987,0,0.499875,0.074963,1.9995,0.049975,14.99625,20.239878,0,0.02278,0,3.75,55.687504,11.25,60.750004,0.013387,0,0,141.993286,8,8
880321,88_321,FB_0088_FCCS_321.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.347349,0.07504,22.5,22.5,0.01,0.01,37.5,37.5,0.1,0.15,0.5,0.8,0,0,0.8,0,0,0.133473,0.006126,0,0.25,0.01875,1,0.0125,7.5,5.0625,0,0.010124,0,2.5,24.750002,7.5,27.000002,0.008925,0,0,60.461525,8,8
880322,88_322,FB_0088_FCCS_322.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.521023,0.11256,90,90,0.015,0.015,75,75,0.1,0.15,0.5,0.6,0,0,1,0,0,0.133473,0.006126,0,0.5,0.075,1,0.0125,7.5,5.0625,0,0.010124,0,2.5,24.750002,7.5,27.000002,0.008925,0,0,60.738972,8,8
880323,88_323,FB_0088_FCCS_323.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.694524,0.150042,90,90,0.019995,0.019995,75,75,0.066,0.099,0.33,0.3,0,0,1.3,0,0,0,0.083723,0,0.5,0.075,2,0.05,15,20.250002,0,0.010124,0,2.5,24.750002,7.5,27.000002,0.008925,0,0,76.007545,8,8
880331,88_331,FB_0088_FCCS_331.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.173674,0.03752,9,9,0.005,0.005,18.75,18.75,0.05,0.075,0.25,0.55,0,0,0.55,0,0,0.194941,0.006126,0,0.125,0.004687,0.5,0.003125,3.75,1.265625,0,0.002531,0,1.25,6.1875,3.75,6.75,0.004462,0,0,16.378613,8,8
880332,88_332,FB_0088_FCCS_332.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.260512,0.05628,90,90,0.0075,0.0075,75,75,0.05,0.075,0.25,0.4125,0,0,0.6875,0,0,0.194941,0.006126,0,0.5,0.075,0.5,0.003125,3.75,1.265625,0,0.002531,0,1.25,6.1875,3.75,6.75,0.004462,0,0,16.559525,8,8
880333,88_333,FB_0088_FCCS_333.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.694785,0.150099,90,90,0.020002,0.020002,75,75,0.066,0.099,0.33,0.20625,0,0,0.89375,0,0,0,0.119458,0,0.5,0.075,2,0.05,15,20.250002,0,0.002531,0,1.25,6.1875,3.75,6.75,0.004462,0,0,36.377205,8,8
880411,88_411,FB_0088_FCCS_411.xml,109,130,0.439869,0,0.043124,0,0.06033,0,0.063934,0.035101,0.625228,0.135072,81,81,0.02,0.02,75,75,0.3,0.45,1.5,1,0,0,1,0,0,0.010537,0.006126,0,0.625,0.117188,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,233.394562,8,8
880412,88_412,FB_0088_FCCS_412.xml,109,130,0.439869,0,0.043124,0,0.06033,0,0.063934,0.035101,0.687751,0.148579,89.099998,89.099998,0.022,0.022,75,75,0.225,0.3375,1.125,0.75,0,0,1.25,0,0,0.010537,0.006126,0,0.625,0.117188,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,18.75,150,0.017849,0,0,274.912079,8,8
880413,88_413,FB_0088_FCCS_413.xml,109,130,0.439869,0,0.043124,0,0.06033,0,0.063934,0.035101,0.694629,0.150065,89.990997,89.990997,0.022,0.022,75,75,0.05625,0.084375,0.28125,0.375,0,0,1.625,0,0,0.010537,0.006126,0,0.5,0.075,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,18.75,150,0.017849,0,0,273.61264,8,8
880421,88_421,FB_0088_FCCS_421.xml,109,130,0.284621,0,0.043124,0,0.039037,0,0.041369,0.022713,0.486289,0.105056,63,63,0.02,0.02,75,75,0.4,1,2,1,0,0,1,0,0,0.010537,0.006126,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,234.122726,8,8
880422,88_422,FB_0088_FCCS_422.xml,109,130,0.284621,0,0.043124,0,0.039037,0,0.041369,0.022713,0.632175,0.136573,81.900002,81.900002,0.024,0.024,75,75,0.3,0.75,1.5,0.75,0,0,1.25,0,0,0.010537,0.006126,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,22.5,180.000015,0.017849,0,0,305.45813,8,8
880423,88_423,FB_0088_FCCS_423.xml,109,130,0.284621,0,0.043124,0,0.039037,0,0.041369,0.022713,0.821828,0.177545,81.900002,100,0.024,0.024,75,75,0.075,0.1875,0.375,0.375,0,0,1.625,0,0,0.010537,0.006126,0,0.5625,0.094922,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,22.5,180.000015,0.017849,0,0,303.702454,8,8
880431,88_431,FB_0088_FCCS_431.xml,109,130,0.129373,0,0.043124,0,0.017744,0,0.018804,0.010324,0.347349,0.07504,45,45,0.02,0.02,75,75,0.6,1,3,1,0,0,1,0,0,0.010537,0.006126,0,1,0.3,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,15,108.000008,0.017849,0,0,234.980576,8,8
880432,88_432,FB_0088_FCCS_432.xml,109,130,0.129373,0,0.043124,0,0.017744,0,0.018804,0.010324,0.521023,0.11256,67.5,67.5,0.03,0.03,75,75,0.45,0.75,2.25,0.75,0,0,1.25,0,0,0.010537,0.006126,0,1,0.3,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,30,240.000015,0.017849,0,0,366.061768,8,8
880433,88_433,FB_0088_FCCS_433.xml,109,130,0.129373,0,0.043124,0,0.017744,0,0.018804,0.010324,0.781535,0.16884,67.5,67.5,0.03,0.03,75,75,0.1125,0.1875,0.5625,0.375,0,0,1.625,0,0,0.010537,0.006126,0,0.75,0.16875,2,0.05,15,20.250002,0,0.040497,0,5,99.000008,30,240.000015,0.017849,0,0,363.659821,8,8
890111,89_111,FB_0089_FCCS_111.xml,109,130,0.4541,0,0.0345,0.051749,0.070977,0.12421,0.075217,0.041296,0.206566,0.04128,45,45,0.5,0.01,40,45,0.1,0.15,0.5,0.9,0,0,0.9,0,0,0.010537,0.004019,0,0.375,0.042187,0,0,15,6.75,0,0.012813,0,3.75,55.687504,6,32.400005,0.013387,0,0,99.232567,8,8
890112,89_112,FB_0089_FCCS_112.xml,109,130,0.4541,0,0.0345,0,0,0,0.087753,0.061943,0.26602,0.056288,56.25,56.25,1,0.02,80,90,0.125,0.1875,0.625,0.675,0,0,1.125,0,0,0.010537,0.004019,0,0.499875,0.074963,0,0,15,6.75,0,0.012813,0,3.75,55.687504,6,32.400005,0.013387,0,0,99.980659,8,8
890113,89_113,FB_0089_FCCS_113.xml,109,130,0.4541,0,0.0345,0,0,0,0,0.072267,0.463132,0.11256,90,90,1,0.02,80,90,0.2,0.3,1,0.3375,0,0,1.4625,0,0,0.010537,0.004019,0,0.499875,0.074963,0,0,19.995001,11.994002,0,0.012813,0,3.75,55.687504,6,32.400005,0.013387,0,0,105.963112,8,8
890121,89_121,FB_0089_FCCS_121.xml,109,130,0.294971,0,0.01725,0.206997,0.070977,0.496838,0.075217,0.041296,0.097033,0.01689,22.5,22.5,0.25,0.005,20,22.5,0.05,0.075,0.25,0.75,0,0,0.75,0,0,0.010537,0.001938,0,0.125,0.004687,0,0,5,0.75,0,0.000158,0,1.25,6.1875,2,3.6,0.008925,0,0,13.811943,8,8
890122,89_122,FB_0089_FCCS_122.xml,109,130,0.265474,0,0.015525,0.238047,0.571364,0.571364,0.351013,0.061943,0.206566,0.04128,90,90,1,0.02,80,90,0.0625,0.09375,0.3125,0.5625,0,0,0.9375,0,0,0.010537,0.001938,0,0.25,0.01875,0,0,10,3,0,0.000158,0,1.25,6.1875,2,3.6,0.008925,0,0,17.365122,8,8
890123,89_123,FB_0089_FCCS_123.xml,109,130,0.265474,0,0.015525,0,0,0,0,0.289069,0.463132,0.11256,90,90,1,0.02,80,90,0.066,0.099,0.33,0.28125,0,0,1.21875,0,0,0.010537,0.001938,0,0.5,0.075,0,0,20,12,0,0.000158,0,1.25,6.1875,2,3.6,0.008925,0,0,26.238363,8,8
890131,89_131,FB_0089_FCCS_131.xml,109,130,0.113202,0,0.002156,0.38812,0.070977,0.931572,0.075217,0.041296,0.018407,0.002778,4.5,4.5,0.05,0.001,4,4.5,0.01,0.015,0.05,0.5,0,0,0.5,0,0,0.010537,0.000383,0,0.025,0.000188,0,0,1,0.03,0,0,0,0.25,0.2475,0.4,0.144,0.004462,0,0,2.588528,8,8
890132,89_132,FB_0089_FCCS_132.xml,109,130,0.101881,0,0.001941,0.401057,0.962624,0.962624,0.658149,0.061943,0.206566,0.04128,90,90,1,0.02,80,90,0.015,0.0225,0.075,0.375,0,0,0.625,0,0,0.010537,0.000383,0,0.25,0.01875,0,0,10,3,0,0,0,0.25,0.2475,0.4,0.144,0.004462,0,0,7.413832,8,8
890133,89_133,FB_0089_FCCS_133.xml,109,130,0.101881,0,0.001941,0,0,0,0,0.542005,0.463132,0.11256,90,90,1,0.02,80,90,0.066,0.099,0.33,0.1875,0,0,0.8125,0,0,0.010537,0.000383,0,0.5,0.075,0,0,20,12,0,0,0,0.25,0.2475,0.4,0.144,0.004462,0,0,16.306158,8,8
890211,89_211,FB_0089_FCCS_211.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.347349,0.08442,45,45,0.75,0.015,60,67.5,0.5,1,1.25,1,0,0,1,0,0,0.072005,0.006126,0,0.625,0.117188,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,175.650574,8,8
890212,89_212,FB_0089_FCCS_212.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.382084,0.092862,90,90,0.9375,0.01875,79.980003,89.977501,0.375,0.75,0.9375,0.75,0,0,1.25,0,0,0.072005,0.006126,0,0.625,0.117188,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,175.19751,8,8
890213,89_213,FB_0089_FCCS_213.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.420292,0.102148,90,90,1.171875,0.023438,79.980003,89.977501,0.1875,0.375,0.46875,0.75,0,0,1.625,0,0,0,0.047987,0,0.625,0.117188,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,174.869659,8,8
890221,89_221,FB_0089_FCCS_221.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.231566,0.05628,22.5,22.5,0.5,0.01,40,45,1,2,1.5,1,0,0,1,0,0,0.133473,0.006126,0,0.75,0.16875,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,176.93129,8,8
890222,89_222,FB_0089_FCCS_222.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.289457,0.07035,90,90,0.75,0.015,80,90,0.75,1.5,1.125,0.75,0,0,1.25,0,0,0.133473,0.006126,0,0.75,0.16875,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,176.133255,8,8
890223,89_223,FB_0089_FCCS_223.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.361822,0.087937,90,90,1.125,0.0225,80,90,0.375,0.75,0.5625,0.75,0,0,1.625,0,0,0,0.083723,0,0.75,0.16875,0,0,20,12,0,0.040497,0,5,99.000008,9.6,76.800003,0.017849,0,0,194.570786,8,8
890231,89_231,FB_0089_FCCS_231.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.115783,0.02814,22.5,22.5,0.25,0.005,20,22.5,1.5,3,2,1,0,0,1,0,0,0.194941,0.006126,0,0.875,0.229688,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,178.25145,8,8
890232,89_232,FB_0089_FCCS_232.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.173674,0.04221,90,90,0.375,0.0075,80,90,1.125,2.25,1.5,0.75,0,0,1.25,0,0,0.194941,0.006126,0,0.875,0.229688,0,0,20,12,0,0.040497,0,5,99.000008,8,57.600002,0.017849,0,0,176.825912,8,8
890233,89_233,FB_0089_FCCS_233.xml,109,130,0.113202,0,0,0,0.070977,0,0.075217,0.041296,0.260512,0.063315,90,90,0.5625,0.01125,80,90,0.5625,1.125,0.75,0.75,0,0,1.625,0,0,0,0.119458,0,0.875,0.229688,0,0,20,12,0,0.040497,0,5,99.000008,11.2,89.600006,0.017849,0,0,207.175949,8,8
890311,89_311,FB_0089_FCCS_311.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.347349,0.08442,45,45,0.75,0.015,60,67.5,0.15,0.225,0.75,0.9,0,0,0.9,0,0,0.072005,0.006126,0,0.375,0.042187,0,0,15,6.75,0,0.02278,0,3.75,55.687504,6,32.400005,0.013387,0,0,99.965897,8,8
890312,89_312,FB_0089_FCCS_312.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.434186,0.105525,90,90,1.125,0.0225,79.980003,89.977501,0.15,0.225,0.75,0.675,0,0,1.125,0,0,0.072005,0.006126,0,0.499875,0.074963,0,0,15,6.75,0,0.02278,0,3.75,55.687504,6,32.400005,0.013387,0,0,100.489105,8,8
890313,89_313,FB_0089_FCCS_313.xml,109,130,0.363862,0,0.010781,0,0.070977,0,0.075217,0.041296,0.463277,0.112595,90,90,1.000125,0.020002,79.980003,89.977501,0.19995,0.299925,0.99975,0.3375,0,0,1.4625,0,0,0,0.047987,0,0.499875,0.074963,0,0,19.995001,11.994002,0,0.02278,0,3.75,55.687504,6,32.400005,0.013387,0,0,106.058388,8,8
890321,89_321,FB_0089_FCCS_321.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.231566,0.05628,22.5,22.5,0.5,0.01,40,45,0.1,0.15,0.5,0.8,0,0,0.8,0,0,0.133473,0.006126,0,0.25,0.01875,0,0,10,3,0,0.010124,0,2.5,24.750002,4,14.400001,0.008925,0,0,46.141983,8,8
890322,89_322,FB_0089_FCCS_322.xml,109,130,0.226403,0,0,0,0.070977,0,0.075217,0.041296,0.347349,0.08442,90,90,0.75,0.015,80,90,0.1,0.15,0.5,0.6,0,0,1,0,0,0.133473,0.006126,0,0.5,0.075,0,0,10,3,0,0.010124,0,2.5,24.750002,4,14.400001,0.008925,0,0,46.597153,8,8
